,noise_level,order,ratio,threshold_approx_uniq,threshold_exact_uniq,threshold_approx_nonuniq,threshold_exact_nonuniq,sv_max,sv_min,C,C1,C2
0,0.0,2.0,0.342604866516834,0.11337122252468958,0.11350255012067902,0.002242551089231993,0.0018869982215586527,90.28724098937259,30.932848147337218,45.143620494686296,135.43086148405888,15.466424073668609
1,0.0,3.0,0.34260486651683403,0.11393756959021929,0.11409564574726118,0.0007116392326947497,0.0002854512918522658,90.28724098937259,30.93284814733722,45.143620494686296,135.43086148405888,15.466424073668609
2,0.0,4.0,0.34260486651683375,0.11411768718311605,0.11420019474641835,0.0002260639974170331,3.843379365379898e-06,90.28724098937259,30.932848147337197,45.143620494686296,135.43086148405888,15.466424073668609
3,0.0,5.0,0.34260486651683375,0.11417494451061769,0.11420090124966657,7.183677473029841e-05,1.9410970050093512e-06,90.28724098937259,30.932848147337197,45.143620494686296,135.43086148405888,15.466424073668609
4,0.0,6.0,0.34260486651683353,0.11419314331633372,0.11420161905139854,2.283010689092168e-05,8.40300195401178e-09,90.28724098937262,30.932848147337186,45.143620494686296,135.43086148405888,15.466424073668609
5,0.0,7.0,0.3426048665168333,0.11419892740097462,0.1142016166555642,7.255771271627017e-06,1.4853812259309014e-08,90.28724098937262,30.932848147337168,45.143620494686296,135.43086148405888,15.466424073668609
6,0.0,8.0,0.34260486651683275,0.11420076571632348,0.11420162216520151,2.3060240736086504e-06,1.9053494351590075e-11,90.28724098937262,30.932848147337115,45.143620494686296,135.43086148405888,15.466424073668609
7,0.0,9.0,0.3426048665168323,0.1142013499725646,0.11420162212722386,7.329014084171343e-07,1.2130874643780923e-10,90.28724098937259,30.93284814733707,45.143620494686296,135.43086148405888,15.466424073668609
8,1e-10,2.0,0.34260486651658656,0.11337122236668452,0.11350254980148512,0.0022425515169902433,0.0018869990851033247,90.28724098942098,30.932848147331455,45.14362049471049,135.43086148413147,15.466424073665728
9,1e-10,3.0,0.3426048665160612,0.11393756909273836,0.11409564361749965,0.00071164057448926,0.0002854570304027865,90.28724098942078,30.932848147283956,45.14362049471049,135.43086148413147,15.466424073665728
10,1e-10,4.0,0.3426048665149883,0.11411768561751241,0.11420019426706621,0.00022606821514159706,3.844669817381571e-06,90.28724098942064,30.932848147187038,45.14362049471049,135.43086148413147,15.466424073665728
11,1e-10,5.0,0.3426048665110343,0.1141749395846403,0.11420089579657164,7.185004029718053e-05,1.9557793767129588e-06,90.28724098941953,30.932848146829663,45.14362049471049,135.43086148413147,15.466424073665728
12,1e-10,6.0,0.3426048665011133,0.11419312782949104,0.11420161846480173,2.2871807702393885e-05,9.982198278045146e-09,90.28724098941416,30.932848145932084,45.14362049471049,135.43086148413147,15.466424073665728
13,1e-10,7.0,0.3426048664811102,0.11419887906149467,0.11420160195167868,7.385928166559239e-06,5.44439656854371e-08,90.2872409894025,30.932848144122065,45.14362049471049,135.43086148413147,15.466424073665728
14,1e-10,8.0,0.3426048664428421,0.11420062398283054,0.1142016214953958,2.687645365504998e-06,1.8222906222125073e-09,90.28724098937992,30.932848140659207,45.14362049471049,135.43086148413147,15.466424073665728
15,1e-10,9.0,0.34260486637499155,0.11420104169115962,0.11420157902228815,1.5629547669390666e-06,1.1618161343258685e-07,90.28724098933286,30.93284813451704,45.14362049471049,135.43086148413147,15.466424073665728
16,1e-09,2.0,0.3426048665561391,0.1133712211581483,0.11350254734598203,0.002242554826185012,0.0018870057655735748,90.28724098867534,30.932848150647086,45.14362049433767,135.43086148301302,15.466424075323543
17,1e-09,3.0,0.34260486657455785,0.1139375652580363,0.11409562715532362,0.0007116509546348696,0.0002855014242683642,90.28724098870492,30.9328481523202,45.14362049433767,135.43086148301302,15.466424075323543
18,1e-09,4.0,0.34260486658875283,0.11411767352069323,0.11420019057240939,0.0002261008411183268,3.854653322070779e-06,90.28724098872846,30.93284815360989,45.14362049433767,135.43086148301302,15.466424075323543
19,1e-09,5.0,0.3426048666027274,0.11417490152142203,0.11420085362452312,7.195258108331563e-05,2.069364184662633e-06,90.28724098879513,30.932848154894454,45.14362049433767,135.43086148301302,15.466424075323543
20,1e-09,6.0,0.34260486660190126,0.11419300897685941,0.11420161391383112,2.3191874862751378e-05,2.2271235275907927e-08,90.2872409888847,30.932848154850557,45.14362049433767,135.43086148301302,15.466424075323543
21,1e-09,7.0,0.34260486656645933,0.11419853055309404,0.11420148821429717,8.324345985406488e-06,3.6071877196997216e-07,90.28724098898643,30.93284815168545,45.14362049433767,135.43086148301302,15.466424075323543
22,1e-09,8.0,0.3426048664780376,0.11419988151763667,0.11420161631608454,4.686796139724155e-06,1.5803141420913556e-08,90.28724098913993,30.93284814375469,45.14362049433767,135.43086148301302,15.466424075323543
23,1e-09,9.0,0.3426048663228634,0.11420008254194765,0.11420124557306213,4.145529619332231e-06,1.0140341368871977e-06,90.28724098942052,30.932848129840572,45.14362049433767,135.43086148301302,15.466424075323543
24,1e-08,2.0,0.34260486633824966,0.11337120703407917,0.11350251887954443,0.0022425928868625893,0.001887082601935939,90.28724098633022,30.932848130171003,45.14362049316511,135.43086147949532,15.466424065085501
25,1e-08,3.0,0.342604866079763,0.11393752093249257,0.11409543758879609,0.0007117703324689234,0.00028601202759915,90.28724098612352,30.932848106762137,45.14362049316511,135.43086147949532,15.466424065085501
26,1e-08,4.0,0.3426048656569833,0.11411753428854958,0.11420014783719168,0.00022647575580268787,3.9695240032057636e-06,90.28724098628436,30.93284806864563,45.14362049316511,135.43086147949532,15.466424065085501
