,noise_level,order,ratio,threshold_approx_uniq,threshold_exact_uniq,threshold_approx_nonuniq,threshold_exact_nonuniq,sv_max,sv_min,C,C1,C2
0,0.0,2.0,0.9871089552249801,0.32777895155686027,0.32882447380904384,0.0028490153659308927,0.000478496583926284,71.11108735393009,70.19439114285022,35.555543676965044,106.66663103089513,35.09719557142511
1,0.0,3.0,0.9874238432766461,0.32863644291393024,0.3290042164000966,0.0009037168159041903,7.247005168022313e-05,71.15658718208076,70.26171078977991,35.555543676965044,106.66663103089513,35.09719557142511
2,0.0,4.0,0.9873424412276633,0.3289092035430535,0.3290358860477443,0.00028704299195654744,9.759578552120896e-07,71.15946828557001,70.25876313353719,35.555543676965044,106.66663103089513,35.09719557142511
3,0.0,5.0,0.9873428426540951,0.328995916016016,0.32903610004435657,9.121038772872539e-05,4.929077796668741e-07,71.15958256577564,70.2589045325717,35.555543676965044,106.66663103089513,35.09719557142511
4,0.0,6.0,0.9873426833970952,0.3290234774188344,0.32903631746302753,2.898676043248453e-05,2.133799952555534e-09,71.15958857902119,70.25889913704407,35.555543676965044,106.66663103089513,35.09719557142511
5,0.0,7.0,0.9873426846695983,0.32903223724706393,0.3290363167373315,9.212415047321377e-06,3.771895057111065e-09,71.15958869717693,70.25889934425507,35.555543676965044,106.66663103089513,35.09719557142511
6,0.0,8.0,0.9873426843064685,0.32903502132741463,0.3290363184061828,2.9278793009880883e-06,4.839340418522124e-12,71.15958870663846,70.25889932775668,35.555543676965044,106.66663103089513,35.09719557142511
7,0.0,9.0,0.9873426843060297,0.3290359061686773,0.3290363183946505,9.305392678343721e-07,3.08710136873973e-11,71.15958870788404,70.25889932895527,35.555543676965044,106.66663103089513,35.09719557142511
8,1e-10,2.0,0.9871089552254299,0.327778951402469,0.32882447349650873,0.0028490157174322645,0.00047849729064352995,71.1110873535901,70.19439114254659,35.55554367679505,106.66663103038513,35.097195571273296
9,1e-10,3.0,0.9874238432796884,0.3286364424272168,0.329004214315122,0.0009037179175397946,7.247475928872629e-05,71.15658718160053,70.2617107895222,35.55554367679505,106.66663103038513,35.097195571273296
10,1e-10,4.0,0.9873424412352367,0.32890920201070845,0.3290358855787101,0.00028704645386739994,9.770169356430624e-07,71.15946828481428,70.25876313332994,35.55554367679505,106.66663103038513,35.097195571273296
11,1e-10,5.0,0.9873428426706808,0.3289959111939144,0.32903609470631506,9.122127552314851e-05,5.049575600718975e-07,71.15958256449062,70.25890453248319,35.55554367679505,106.66663103038513,35.097195571273296
12,1e-10,6.0,0.9873426834265739,0.329023462253545,0.3290363168872046,2.902099564213636e-05,3.4339288246204444e-09,71.15958857707908,70.25889913722423,35.55554367679505,106.66663103038513,35.097195571273296
13,1e-10,7.0,0.9873426847167676,0.329032189777538,0.32903630234323133,9.319569791466071e-06,3.626367282255987e-08,71.15958869449233,70.258899344961,35.55554367679505,106.66663103038513,35.097195571273296
14,1e-10,8.0,0.9873426843777876,0.32903487891638783,0.32903631774883024,3.249343088938309e-06,1.4890029436079738e-09,71.15958870311164,70.25889932934953,35.55554367679505,106.66663103038513,35.097195571273296
15,1e-10,9.0,0.9873426844019061,0.3290355703036777,0.3290362761976998,1.6886818056426405e-06,9.528132880566185e-08,71.15958870375502,70.25889933170103,35.55554367679505,106.66663103038513,35.097195571273296
16,1e-09,2.0,0.9871089552588309,0.3277789500060244,0.3288244706596483,0.0028490189189228536,0.00047850372755214567,71.1110873516788,70.19439114303513,35.5555436758394,106.6666310275182,35.09719557151757
17,1e-09,3.0,0.9874238433230675,0.32863643800393916,0.3290041953345411,0.000903727951366077,7.251763709262303e-05,71.15658717956241,70.26171079059642,35.5555436758394,106.6666310275182,35.09719557151757
18,1e-09,4.0,0.9873424412890495,0.32890918806444336,0.3290358813156184,0.00028707798367364525,9.866650614506486e-07,71.15946828201662,70.25876313439697,35.5555436758394,106.6666310275182,35.09719557151757
19,1e-09,5.0,0.9873428427482968,0.32899586730954483,0.32903604609493803,9.13203838480361e-05,6.14712085153212e-07,71.15958255974779,70.2589045333235,35.5555436758394,106.6666310275182,35.09719557151757
20,1e-09,6.0,0.9873426835371094,0.3290233249498374,0.3290363116199493,2.933097706954966e-05,1.5348702869874926e-08,71.15958856899688,70.25889913710999,35.5555436758394,106.6666310275182,35.09719557151757
21,1e-09,7.0,0.9873426848374252,0.32903178022620944,0.3290361712486176,1.0244088873530797e-05,3.322054993191427e-07,71.1595886826884,70.25889934189242,35.5555436758394,106.6666310275182,35.09719557151757
22,1e-09,8.0,0.9873426844573249,0.32903394739397435,0.3290363117713539,5.352094272481085e-06,1.5006941122520088e-08,71.15958868844413,70.25889932052752,35.5555436758394,106.6666310275182,35.09719557151757
23,1e-09,9.0,0.9873426843579455,0.3290342912813449,0.3290358918698804,4.575835750545445e-06,9.628411314832149e-07,71.15958868924852,70.25889931424993,35.5555436758394,106.6666310275182,35.09719557151757
24,1e-08,2.0,0.9871089552847623,0.327778935610589,0.3288244415236393,0.0028490516807563883,0.00047856959903581084,71.11108733010634,70.19439112358477,35.55554366505317,106.66663099515952,35.09719556179238
25,1e-08,3.0,0.9874238434679439,0.32863639263657046,0.3290040009934096,0.0009038306246124114,7.295642301471687e-05,71.15658714759633,70.26171076934126,35.55554366505317,106.66663099515952,35.09719556179238
26,1e-08,4.0,0.9873424416610593,0.328909045330219,0.32903583751554283,0.0002874004404210307,1.0855536466559449e-06,71.1594682311487,70.25876311064494,35.55554366505317,106.66663099515952,35.09719556179238
