noise_level,threshold_approx_uniq,threshold_exact_uniq,threshold_approx_nonuniq,threshold_exact_nonuniq,Classification_approx,Classification_exact,ClassificationTrue
0.0,-0.6582647426726715,-0.6580649204771395,0.9864896782657593,0.9869422131277283,unique,unique,nonunique
1e-10,-0.6582648100168285,-0.6580649285338382,0.9864895261090194,0.9869421948074206,unique,unique,nonunique
1e-09,-0.6582651771630494,-0.6580650076165703,0.9864886976379705,0.9869420166268299,unique,unique,nonunique
1e-08,-0.6582669439035216,-0.6580658373367496,0.9864847093279114,0.9869401437458754,unique,unique,nonunique
1e-07,-0.6582738039022658,-0.658073411675241,0.9864691012760048,0.9869229235816883,unique,unique,nonunique
1e-06,-0.6583029207888058,-0.6581572772547677,0.9864025099004814,0.9867325537541913,unique,unique,nonunique
1e-05,-0.6584126036370173,-0.6590132789505305,0.9861502201171657,0.984772906760732,unique,unique,nonunique
0.0001,-0.658840080161657,-0.6670777577596854,0.9853071455487266,0.9643155992990107,unique,unique,nonunique
0.001,-0.6601336478927307,-0.7280893606202338,0.9823637641574493,0.759256779652183,unique,unique,nonunique
