,True_Class,Pred_Class,C2,noise_level,fd_order,experiment,Correct_Classification
76,unique,,1e-05,1e-05,8,analytic_nonunique_1,False
77,unique,,1e-05,0.0001,8,analytic_nonunique_1,False
78,unique,,1e-05,0.001,8,analytic_nonunique_1,False
79,unique,,1e-05,0.01,8,analytic_nonunique_1,False
80,unique,,1e-06,0.0,8,analytic_nonunique_1,False
81,unique,,1e-06,1e-10,8,analytic_nonunique_1,False
82,unique,,1e-06,1e-09,8,analytic_nonunique_1,False
83,unique,,1e-06,1e-08,8,analytic_nonunique_1,False
84,unique,,1e-06,1e-07,8,analytic_nonunique_1,False
85,unique,,1e-06,1e-06,8,analytic_nonunique_1,False
86,unique,,1e-06,1e-05,8,analytic_nonunique_1,False
87,unique,,1e-06,0.0001,8,analytic_nonunique_1,False
88,unique,,1e-06,0.001,8,analytic_nonunique_1,False
89,unique,,1e-06,0.01,8,analytic_nonunique_1,False
